eha_ptid,fcdocket,hilarriid,nididfull,nidid,dam_name,longitude,latitude,state,huc,Pt_Own,OwType,Type,CH_MW,status,HILARRI_2021,EHA_FY2021,EHA_Annual_Capacity,EHA_Annual_CapacityFactor,EHA_Annual_Gross_Generation,ORNL_Retired_FY2020_revised,ORNL_US_Hydropower_DevelopmentPipeline_Data_FY2021,ORNL_CostofMitigatingEnvironmentalImpacts_FY2021,ORNL_Mitigation_Database,EHA_Annual_Net_Generation,hydrosource_id,uri,huc12_uri,comid,comid_uri
hc7078_p01,P-4372,1143,NY00775,NY00775,MILL STREET DAM,-76.5594,42.9286,NY,41402011306,"City of Auburn, NY",Publicly Owned Utility,HY,0.41,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1876,https://geoconnex.us/ornl/hydrosource/dams1876,https://geoconnex.us/nhdplusv2/huc12/41402011306,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7079_p01,P-4413,358,ME00028,ME00028,MAHANEY,-70.7779,45.1027,ME,10400010104,"Kennebago Hydro Corporation, Inc.",Private Non-utility,HY,0.2,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1877,https://geoconnex.us/ornl/hydrosource/dams1877,https://geoconnex.us/nhdplusv2/huc12/10400010104,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7080_p01,P-4413,357,ME00028,ME00028,MAHANEY,-70.7779,45.1027,ME,10400010104,"Kennebago Hydro Corporation, Inc.",Private Non-utility,HY,0.7,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1878,https://geoconnex.us/ornl/hydrosource/dams1878,https://geoconnex.us/nhdplusv2/huc12/10400010104,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7081_p01,P-4440,745,NA,NA,NA,-78.7227,37.7912,VA,20802031002,"Rockfish Corporation, Inc",Private Non-utility,HY,0.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1879,https://geoconnex.us/ornl/hydrosource/dams1879,https://geoconnex.us/nhdplusv2/huc12/20802031002,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7082_p01,P-4478,2886,NA,NA,NA,-122.8742,41.1135,CA,1.80E+11,Adam Fencil,Private Non-utility,HY,0.05,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1880,https://geoconnex.us/ornl/hydrosource/dams1880,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7083_p01,P-4492,597,NA,NA,NA,-74.2277,41.5308,NY,20200070405,"Steinberger Brothers, Inc.",Private Non-utility,HY,0.375,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1881,https://geoconnex.us/ornl/hydrosource/dams1881,https://geoconnex.us/nhdplusv2/huc12/20200070405,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7084_p01,P-4542,313,NH00443,NH00443,BOSTON FELT,-70.9343,43.3369,NH,10600030506,Salmon Falls Power & Light Company,Industrial,HY,0.189,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1882,https://geoconnex.us/ornl/hydrosource/dams1882,https://geoconnex.us/nhdplusv2/huc12/10600030506,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7085_p01,P-4563,2351,NA,NA,NA,-114.881503,42.761452,ID,1.70E+11,John Lemoyne,Private Non-utility,HY,0.075,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1883,https://geoconnex.us/ornl/hydrosource/dams1883,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7086_p01,P-4608,2335,NA,NA,NA,-114.8261,42.703,ID,1.70E+11,"BC Hydro, LLC.",Private Non-utility,HY,0.15,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1884,https://geoconnex.us/ornl/hydrosource/dams1884,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7086_p02,P-4608,2332,NA,NA,NA,-114.8261,42.703,ID,1.70E+11,"BC Hydro, LLC.",Private Non-utility,HY,0.15,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1885,https://geoconnex.us/ornl/hydrosource/dams1885,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7087_p01,P-4609,395,NH00061,NH00061,AMMONOOSUC RIVER,-71.9669,44.1668,NH,10801030506,"Bath Electric Power Company, LLC",Industrial,HY,0.3,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1886,https://geoconnex.us/ornl/hydrosource/dams1886,https://geoconnex.us/nhdplusv2/huc12/10801030506,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7088_p01,P-4611,2477,NA,NA,NA,-118.8337,34.2462,CA,1.81E+11,Calleguas Municipal Water District,Publicly Owned Utility,HY,0.75,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1887,https://geoconnex.us/ornl/hydrosource/dams1887,https://geoconnex.us/nhdplusv2/huc12/1.81E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7090_p01,P-4639,647,NA,NA,NA,-74.3098,43.5128,NY,20200020304,"Christine Falls of New York, Inc.",Wholesale Power Marketer,HY,0.85,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1888,https://geoconnex.us/ornl/hydrosource/dams1888,https://geoconnex.us/nhdplusv2/huc12/20200020304,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7091_p01,P-4658,2730,NA,NA,NA,-123.127701,39.361602,CA,1.80E+11,Eugene McFadden,Private Non-utility,HY,0.562,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1889,https://geoconnex.us/ornl/hydrosource/dams1889,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7092_p01,P-4714,2896,NA,NA,NA,-121.734557,40.435483,CA,1.80E+11,Tompkins and Associates,Private Non-utility,HY,0.675,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1890,https://geoconnex.us/ornl/hydrosource/dams1890,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7093_p01,P-4718,298,NH00547,NH00547,COCHECO FALLS,-70.8738,43.1964,NH,10600030608,Cocheco Falls Associates,Private Non-utility,HY,0.714,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1891,https://geoconnex.us/ornl/hydrosource/dams1891,https://geoconnex.us/nhdplusv2/huc12/10600030608,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7095_p01,P-4769,2328,NA,NA,NA,-114.824869,42.62023,ID,1.70E+11,Zions Credit Corporation,Private Non-utility,HY,0.38,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1892,https://geoconnex.us/ornl/hydrosource/dams1892,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7096_p01,P-4794,2527,NA,NA,NA,-121.4987,40.7815,CA,1.80E+11,Mr. And Mrs. Howard Lakey,Private Non-utility,HY,0.1,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1893,https://geoconnex.us/ornl/hydrosource/dams1893,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7097_p01,P-4815,771,NC00480,NC00480,EURY,-79.909,35.2538,NC,30401040402,Catalyst Energy Development Corp,Private Non-utility,HY,0.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1894,https://geoconnex.us/ornl/hydrosource/dams1894,https://geoconnex.us/nhdplusv2/huc12/30401040402,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7098_p01,P-4826,2879,NA,NA,NA,-121.92,41.055,CA,1.80E+11,Lofton Ranch,Private Non-utility,HY,0.27,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1895,https://geoconnex.us/ornl/hydrosource/dams1895,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7099_p01,P-5000,1190,NY00308,NY00308,KAYUTA,-75.2077,43.4232,NY,41501010302,"AMPERSAND KAYUTA LAKE HYDRO, LLC",Private non-utility,HY,0.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1896,https://geoconnex.us/ornl/hydrosource/dams1896,https://geoconnex.us/nhdplusv2/huc12/41501010302,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7099_p01,P-5000,1192,NY00308,NY00308,KAYUTA,-75.2077,43.4232,NY,41501010302,"AMPERSAND KAYUTA LAKE HYDRO, LLC",Private non-utility,HY,0.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1897,https://geoconnex.us/ornl/hydrosource/dams1897,https://geoconnex.us/nhdplusv2/huc12/41501010302,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7104_p01,P-5066,2382,NA,NA,NA,-110.1487,43.4083,WY,1.70E+11,Kinky Creek Operating Company,Private Non-utility,HY,0.012,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1898,https://geoconnex.us/ornl/hydrosource/dams1898,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7105_p01,P-5069,2429,NA,NA,NA,-122.216737,48.769159,WA,1.71E+11,KINGDOM ENERGY PRODUCTS,Private Non-utility,HY,0.447,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1899,https://geoconnex.us/ornl/hydrosource/dams1899,https://geoconnex.us/nhdplusv2/huc12/1.71E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7106_p01,P-5128,2576,NA,NA,NA,-120.9592,37.073,CA,1.80E+11,Central California Irrigation District,Publicly Owned Utility,HY,0.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1900,https://geoconnex.us/ornl/hydrosource/dams1900,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7107_p01,P-5129,2577,NA,NA,NA,-120.9438,37.0562,CA,1.80E+11,Central California Irrigation District,Publicly Owned Utility,HY,1,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1901,https://geoconnex.us/ornl/hydrosource/dams1901,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7108_p01,P-5130,2865,NA,NA,NA,-121.4237,40.7583,CA,1.80E+11,Snow Mountain Hydro LLC,Private Non-utility,HY,0.455,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1902,https://geoconnex.us/ornl/hydrosource/dams1902,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7109_p01,P-5195,488,VT00239,VT00239,DOWNERS MILL,-72.4194,43.6455,VT,10801060207,"Simon Pearce (U.S.), Inc.",Private Non-utility,HY,0.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1903,https://geoconnex.us/ornl/hydrosource/dams1903,https://geoconnex.us/nhdplusv2/huc12/10801060207,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7110_p01,P-5218,2500,NA,NA,NA,-120.6665,35.327,CA,1.81E+11,City of San Luis Obispo,Publicly Owned Utility,HY,0.68,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1904,https://geoconnex.us/ornl/hydrosource/dams1904,https://geoconnex.us/nhdplusv2/huc12/1.81E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7111_p01,P-5260,606,NY00004,NY00004,SALISBURY MILLS DAM,-74.11777778,41.43,NY,20200080406,Salisbury Hydro Associates,Private Non-utility,HY,0.76,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1905,https://geoconnex.us/ornl/hydrosource/dams1905,https://geoconnex.us/nhdplusv2/huc12/20200080406,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7112_p01,P-5261,497,VT00325,VT00325,NEWBURY,-72.0541,44.152,VT,10801030602,"Newbury Hydro Company, L.P.",Private Non-utility,HY,0.41,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1906,https://geoconnex.us/ornl/hydrosource/dams1906,https://geoconnex.us/nhdplusv2/huc12/10801030602,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7113_p01,P-5296,695,NY00796,NY00796,LOCK C-12,-73.4005,43.5574,NY,41504010307,"Champlain Spinners Power Company, Inc.",Private Non-utility,HY,0.628,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1907,https://geoconnex.us/ornl/hydrosource/dams1907,https://geoconnex.us/nhdplusv2/huc12/41504010307,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7114_p01,P-5306,2917,NA,NA,NA,-122.003893,40.681509,CA,1.80E+11,Mega Renewables,Private Non-utility,HY,1,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1908,https://geoconnex.us/ornl/hydrosource/dams1908,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7115_p01,P-5307,396,NH00069,NH00069,WOODSVILLE,-72.0366,44.1546,NH,10801030506,GREEN MOUNTAIN POWER CORP      (VT),Investor-Owned Utility,HY,0.36,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1909,https://geoconnex.us/ornl/hydrosource/dams1909,https://geoconnex.us/nhdplusv2/huc12/10801030506,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7116_p01,P-5308,1016,MI00524,MI00524,BEAVERTON,-84.4833,43.8833,MI,40802010309,"Beaverton, City of",Publicly Owned Utility,HY,0.5,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1910,https://geoconnex.us/ornl/hydrosource/dams1910,https://geoconnex.us/nhdplusv2/huc12/40802010309,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7117_p01,P-5334,1005,MI00194,MI00194,FORD LAKE,-83.5667,42.2,MI,40900050403,Charter Township of Ypsilanti,Publicly Owned Utility,HY,2.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/us-hydropower-mitigation-database,NA,1911,https://geoconnex.us/ornl/hydrosource/dams1911,https://geoconnex.us/nhdplusv2/huc12/40900050403,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7118_p01,P-5379,273,NH00020,NH00020,HADLEY FALLS,-71.5979,43.0185,NH,10700060607,New Hampshire Dept of Environmental,State,HY,0.25,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1912,https://geoconnex.us/ornl/hydrosource/dams1912,https://geoconnex.us/nhdplusv2/huc12/10700060607,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7119_p01,P-5388,2670,CA00867,CA00867,JACKSON CREEK,-120.8888,38.3037,CA,1.80E+11,Jackson Valley Irrigation District,Publicly Owned Utility,HY,0.5,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1913,https://geoconnex.us/ornl/hydrosource/dams1913,https://geoconnex.us/nhdplusv2/huc12/1.80E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7120_p01,P-5390,2183,NA,NA,NA,-117.74857,45.283206,OR,1.71E+11,City of Cove,Publicly Owned Utility,HY,0.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1914,https://geoconnex.us/ornl/hydrosource/dams1914,https://geoconnex.us/nhdplusv2/huc12/1.71E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7121_p01,P-5497,2413,NA,NA,NA,-123.7215,48.0725,WA,1.71E+11,A H Haley,Private Non-utility,HY,0.075,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1915,https://geoconnex.us/ornl/hydrosource/dams1915,https://geoconnex.us/nhdplusv2/huc12/1.71E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7122_p01,P-5563,305,NH83018,NH83018,HATFIELDS,-70.9783,43.3042,NH,10600030603,Woodsville/Rochester Hydro Associates,Private Non-utility,HY,0.184,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1916,https://geoconnex.us/ornl/hydrosource/dams1916,https://geoconnex.us/nhdplusv2/huc12/10600030603,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7123_p01,P-5586,596,NA,NA,NA,-74.1865,41.6052,NY,20200070405,"Natural Power Group, Inc.",Private Non-utility,HY,0.512,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1917,https://geoconnex.us/ornl/hydrosource/dams1917,https://geoconnex.us/nhdplusv2/huc12/20200070405,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7124_p01,P-5593,2653,CA00143,CA00143,FLEMING HILL NO. 2,-122.2427,38.1374,CA,1.81E+11,City of Vallejo,Publicly Owned Utility,HY,0.3,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1918,https://geoconnex.us/ornl/hydrosource/dams1918,https://geoconnex.us/nhdplusv2/huc12/1.81E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7125_p01,P-5597,588,NA,NA,NA,-73.6436,42.7287,NY,20200060104,Stevens Family,Private Non-utility,HY,0.03,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1919,https://geoconnex.us/ornl/hydrosource/dams1919,https://geoconnex.us/nhdplusv2/huc12/20200060104,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7126_p01,P-5613,119,ME00156,ME00156,BROWNS MILL,-69.21912,45.183577,ME,10200040205,Ridgewood Maine Hydro Partners LP,Private Non-utility,HY,0.594,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1920,https://geoconnex.us/ornl/hydrosource/dams1920,https://geoconnex.us/nhdplusv2/huc12/10200040205,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7127_p01,P-5637,2136,NA,NA,NA,-113.294,44.2043,ID,1.70E+11,"Pancheri, Inc.",Private Non-utility,HY,0.16,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1921,https://geoconnex.us/ornl/hydrosource/dams1921,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7128_p01,P-5638,346,NH00060,NH00060,GRIST MILL POND DAM,-71.63,43.6947,NH,10700010502,"Northwoods Renewables, LLC.",Private Non-utility,HY,0.105,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1922,https://geoconnex.us/ornl/hydrosource/dams1922,https://geoconnex.us/nhdplusv2/huc12/10700010502,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7129_p01,P-5645,35,NA,NA,NA,-71.909,41.9217,CT,11000010403,"Putnam Hydropower, Inc.",Private Non-utility,HY,0.55,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1923,https://geoconnex.us/ornl/hydrosource/dams1923,https://geoconnex.us/nhdplusv2/huc12/11000010403,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7130_p01,P-5646,1843,NA,NA,NA,-107.3118,38.0141,CO,1.40E+11,Dan L. Plies,Private Non-utility,HY,0.525,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1924,https://geoconnex.us/ornl/hydrosource/dams1924,https://geoconnex.us/nhdplusv2/huc12/1.40E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7131_p01,P-5647,184,ME00162,ME00162,MILO HYDRO,-68.98833333,45.25166667,ME,10200040312,Ridgewood Maine Hydro Partners LP,Private Non-utility,HY,0.695,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1925,https://geoconnex.us/ornl/hydrosource/dams1925,https://geoconnex.us/nhdplusv2/huc12/10200040312,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc7132_p01,P-5651,2361,NA,NA,NA,-114.918,42.882,ID,1.70E+11,Aldrich Bowler,Private Non-utility,HY,0.086,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,1926,https://geoconnex.us/ornl/hydrosource/dams1926,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
